6, Дом, Строение, 9231, 11/3/2003, 9004781, 11/14/2003, 21139263
70310, Дом, Строение, 1760-РП, 7/26/2004, 6003508, 8/24/2004, 21125895
70320, Домовладение, Строение, 1966-РП, 10/20/2003, 6304319, 3/21/2007, 21123564
70322, Домовладение, Строение, 944-РП, 5/16/2005, 6304261, 3/19/2007, 21125903
70327, Домовладение, Строение, 944-РП, 5/16/2005, 6304325, 3/27/2007, 21125908
70331, Домовладение, Строение, 944-РП, 5/16/2005, 6304207, 3/1/2007, 21127924
70333, Домовладение, Строение, 944-РП, 5/16/2005, 6304213, 3/13/2007, 21123567
70337, Домовладение, Строение, 944-РП, 5/16/2005, 6304263, 3/19/2007, 21123571
71013, Дом, Строение, 1731-РП, 11/2/2006, 7204639, 11/21/2006, 21127937
71018, Дом, Строение, 65-РП, 1/20/2005, 7204031, 1/25/2005, 21127941
71032, Дом, Строение, 2154-РП, 10/22/2004, 7203797, 10/26/2004, 21125623
71048, Дом, Строение, 7552-р, 11/26/2004, 1008447, 12/20/2004, 21123579
71057, Дом, Строение, 1204-РП, 6/29/2000, 7200216, 7/5/2000, 21127949
71078, Дом, Строение, 1847-РП, 9/6/2004, 7202833, 9/8/2004, 21127957
71081, Дом, Строение, 970-РП, 5/7/2004, 7202682, 5/18/2004, 21127962
71087, Дом, Строение, 18-РП, 1/4/2001, 7300312, 4/4/2001, 21150087
71095, Дом, Строение, 1731-РП, 11/2/2006, 7204662, 11/23/2006, 21127970
71105, Дом, Строение, 906-РП, 7/12/2005, 7303794, 7/18/2005, 21150094
71110, Дом, Строение, 906-РП, 7/12/2005, 7304196, 7/20/2005, 21181527
71111, Дом, Строение, 906-РП, 7/12/2005, 7304197, 7/20/2005, 21150100
71114, Дом, Строение, 1920-РП, 12/15/1999, 7200050, 12/27/1999, 21218131
71127, Дом, Строение, 1921-РП, 12/15/1999, 7200048, 12/27/1999, 21218134
71139, Дом, Строение, 598-РП, 3/31/2000, 7200168, 4/2/2001, 21218137
71142, Дом, Строение, 270-06-130/9-1, 11/27/2009, 7205133, 12/11/2009, 21150129
71155, Дом, Строение, 249-РП, 2/10/2000, 7300103, 4/4/2001, 21139016
71163, Дом, Строение, , , 0, , 21123597
71164, Дом, Строение, , , 0, , 21125643
71168, Дом, Строение, , , 0, , 21181532
71174, Дом, Строение, 906-РП, 7/12/2005, 7303765, 7/18/2005, 21123605
71185, Дом, Строение, , , 0, , 21221524
71195, Дом, Строение, 906-РП, 7/12/2005, 7304027, 7/20/2005, 21175376
71204, Дом, Строение, 537-РП, 3/22/2001, 7200372, 3/29/2001, 21125658
71260, Дом, Строение, 2349-РП, 10/9/2002, 7201675, 10/15/2002, 21125666
71263, Дом, Строение, 2669-РП, 11/12/2002, 7201692, 11/14/2002, 21139030
71264, Дом, Строение, 2668-РП, 11/12/2002, 7201693, 11/14/2002, 21181539
71265, Дом, Строение, 2667-РП, 11/12/2002, 7201694, 11/14/2002, 21139035
71285, Дом, Строение, 1470-РП, 6/24/2003, 7202259, 7/2/2003, 21139043
71286, Дом, Строение, 1468-РП, 6/24/2003, 7202260, 7/2/2003, 21175382
71287, Дом, Строение, 1469-РП, 6/24/2003, 7202261, 7/2/2003, 21221537
71288, Дом, Строение, 1471-РП, 6/24/2003, 7202262, 7/2/2003, 21221540
72002, Дом, Строение, 1392-РП, 7/1/2004, 7104194, 7/8/2004, 21125671
72006, Дом, Строение, 2920-РП, 12/15/2003, 7103126, 12/18/2003, 21125674
72013, Дом, Строение, 2120-РП, 10/22/2004, 7104670, 10/26/2004, 21125678
72041, Дом, Строение, 6701-p, 11/18/2003, 1005282, 11/28/2003, 21125691
72045, Дом, Строение, 1392-РП, 7/1/2004, 7104134, 7/7/2004, 21125696
72049, Дом, Строение, 2920-РП, 12/15/2003, 7103038, 12/17/2003, 21125700
72087, Дом, Строение, 1112-РП, 6/16/2000, 7100172, 6/26/2000, 21125713
72101, Дом, Строение, 152-РП, 3/20/2013, 7106708, 3/26/2013, 21233203
72116, Дом, Строение, 1633-РП, 10/29/1999, 7100031, 10/7/1999, 21125718
72165, Дом, Строение, 2021-РП, 12/30/1999, 7100061, 12/30/1999, 21126314
72270, Дом, Строение, 1152-РП, 5/21/2003, 7102430, 5/27/2003, 21126332
72274, Дом, Строение, 1146-РП, 5/21/2003, 7102435, 5/27/2003, 21126336
72278, Дом, Строение, 1139-РП, 5/21/2003, 7102450, 5/27/2003, 21126340
72310, Дом, Строение, 2681-РП, 11/20/2003, 7102454, 11/25/2003, 21126352
73007, Дом, Строение, 1815рп, 5/24/2002, 8002980, 8/14/2002, 21114330
73008, Дом, Строение, 2785рп, 6/27/2002, 8003269, 11/13/2002, 21114335
73017, Дом, Строение, 1815рп, 5/24/2002, 8002994, 8/14/2002, 21114339
73026, Дом, Строение, 3702рп, 9/30/2002, 8003391, 12/31/2002, 21126366
73053, Дом, Строение, 3286рп, 9/25/2003, 8005673, 11/28/2003, 21114363
73055, Дом, Строение, 1815рп, 5/24/2002, 8002829, 6/19/2002, 21114368
73061, Дом, Строение, 3952рп, 11/8/2005, 8008117, 10/9/2006, 21114372
73069, Дом, Строение, 1815рп, 5/24/2002, 8002827, 6/19/2002, 21114377
73072, Дом, Строение, 1815рп, 5/24/2002, 8004054, 2/5/2003, 21114380
73080, Дом, Строение, 3287рп, 9/25/2003, 8000811, 10/7/2003, 21114393
73091, Дом, Строение, 1815рп, 5/24/2002, 8004053, 2/5/2003, 21126373
73099, Дом, Строение, 3287рп, 9/25/2003, 8001013, 10/9/2003, 21126382
73106, Дом, Строение, 3287рп, 9/25/2003, 8000763, 10/7/2003, 21126386
73111, Дом, Строение, 4405рп, 12/13/2005, 8007706, 8/28/2006, 21126391
73116, Дом, Строение, 3287рп, 9/25/2003, 8000813, 10/7/2003, 21126395
73124, Дом, Строение, 3702рп, 9/30/2002, 8003444, 1/8/2003, 21130493
73132, Дом, Строение, 3702рп, 9/30/2002, 8003431, 1/8/2003, 21114403
73148, Дом, Строение, 1815рп, 5/24/2002, 8004045, 2/5/2003, 21115731
73161, Дом, Строение, 3287рп, 9/21/2003, 8000768, 10/7/2003, 21114418
73175, Дом, Строение, 2731-рп, 12/23/2010, 8009774, 12/29/2010, 21117951
73184, Дом, Строение, 3287рп, 9/25/2003, 8000850, 10/7/2003, 21117958
73185, Дом, Строение, 3287рп, 9/25/2003, 8000848, 10/7/2003, 21117962
73254, Дом, Строение, , , 0, , 21117965
73260, Дом, Строение, , , 0, , 21117970
73304, Дом, Строение, , , 0, , 21139066
73308, Дом, Строение, , , 0, , 21181545
73354, Дом, Строение, , , 0, , 21181551
73371, Дом, Строение, , , 0, , 21139075
73420, Дом, Строение, 327рп, 2/8/2001, 8001088, 3/22/2001, 21118540
73428, Дом, Строение, 2098рп, 6/26/2003, 8005173, 8/25/2003, 21118545
73446, Дом, Строение, 3952рп, 11/8/2005, 8008129, 10/9/2006, 21118562
73457, Дом, Строение, 5451рп, 10/28/1999, 8000162, 10/28/1999, 21115744
73466, Дом, Строение, 327рп, 2/8/2001, 8001090, 3/22/2001, 21118590
73470, Дом, Строение, 1135РП, 4/1/1999, 8000012, 4/1/1999, 21118594
73473, Дом, Строение, 3283рп, 10/1/1999, 8000144, 10/1/1999, 21123056
73478, Дом, Строение, 328рп, 2/18/2000, 8000149, 2/18/2000, 21118607
73482, Дом, Строение, 6532рп, 11/30/1998, 8000155, 12/10/1999, 21118611
73496, Дом, Строение, 3141рп, 6/30/1999, 8000180, 12/10/1999, 21115748
73510, Дом, Строение, 731рп, 3/3/1999, 8000221, 10/1/1999, 21115756
73512, Дом, Строение, 1929рп, 4/27/1999, 8000027, 4/27/1999, 21118615
73516, Дом, Строение, 7590рп, 12/30/1998, 8000187, 4/12/1999, 21118620
73537, Дом, Строение, 3125рп, 6/30/1999, 8000202, 12/10/1999, 21118623
73551, Дом, Строение, 664рп, 3/16/2000, 8000568, 3/16/2000, 21115764
73560, Дом, Строение, 664рп, 3/16/2000, 8000560, 3/16/2000, 21115769
73585, Дом, Строение, 4911рп, 12/26/2003, 8005760, 1/9/2004, 21139082
73592, Дом, Строение, 331рпп, 2/18/2000, 8000403, 2/18/2000, 21123071
73600, Дом, Строение, 33рп, 1/19/2000, 8000138, 12/7/1999, 21123077
73632, Дом, Строение, 4553рп, 10/13/2000, 8000744, 7/6/2000, 21115772
73643, Дом, Строение, 4801рп, 10/31/2000, 8000840, 9/25/2000, 21115780
73659, Дом, Строение, 301рпп, 2/7/2001, 8001078, 3/19/2001, 21115788
73663, Дом, Строение, 4721рп, 10/30/2000, 8000894, 1/5/2001, 21115791
73669, Дом, Строение, 287рп, 2/7/2001, 8001047, 2/12/2001, 21118648
73673, Дом, Строение, 1100рп, 4/4/2000, 8000379, 4/4/2000, 21118653
73677, Дом, Строение, 291рп, 2/7/2001, 8001060, 5/3/2001, 21118656
73681, Дом, Строение, 291рп, 2/7/2001, 8001064, 5/3/2001, 21118660
73682, Дом, Строение, 291рп, 2/7/2001, 8001065, 5/3/2001, 21123085
73693, Дом, Строение, 2460рп, 5/30/2001, 8001070, 6/15/2001, 21118669
73712, Дом, Строение, 4790рп, 10/22/2001, 8001597, 10/29/2001, 21139088
73729, Дом, Строение, 4797рп, 10/22/2001, 8002272, 1/4/2002, 21123106
73734, Дом, Строение, 5438рп, 12/3/2001, 8002390, 12/26/2001, 21118682
73755, Дом, Строение, 652рп, 2/27/2002, 8000023, 4/8/2003, 21139095
73756, Дом, Строение, 6120рп, 12/28/2001, 8002648, 3/21/2002, 21123110
73757, Дом, Строение, , , 0, , 21139103
73760, Дом, Строение, 6118рп, 12/28/2001, 8003078, 9/19/2002, 21123113
73764, Дом, Строение, , , 0, , 21119243
73769, Дом, Строение, 2183рп, 6/22/2006, 8007506, 6/29/2006, 21221563
73771, Дом, Строение, 6115рп, 12/28/2001, 8003069, 9/18/2002, 21115808
73793, Дом, Строение, 1808рп, 5/24/2002, 8002863, 7/18/2002, 21123621
73798, Дом, Строение, 2358рп, 6/21/2002, 8003071, 9/18/2002, 21123625
73799, Дом, Строение, 2966рп, 8/9/2002, 8003072, 9/18/2002, 21119247
73802, Дом, Строение, 2389рп, 6/21/2002, 8003075, 9/18/2002, 21123630
73807, Дом, Строение, 2966рп, 8/9/2002, 8003073, 9/18/2002, 21115816
73810, Дом, Строение, 3893рп, 10/8/2002, 8003089, 10/8/2002, 21123634
73815, Дом, Строение, 2851рп, 8/1/2002, 8003096, 9/26/2002, 21115825
73818, Дом, Строение, 2925рп, 8/27/2002, 8003100, 9/30/2002, 21123641
73819, Дом, Строение, 2387рп, 6/21/2002, 8003162, 10/3/2002, 21115828
73821, Дом, Строение, 2384рп, 6/21/2002, 8003164, 10/3/2002, 21123646
73824, Дом, Строение, 2963рп, 8/9/2002, 8003168, 10/7/2002, 21119252
73828, Дом, Строение, 2545рп, 6/28/2002, 8003179, 10/9/2002, 21119256
73829, Дом, Строение, 3143рп, 8/23/2002, 8003208, 10/23/2002, 21123650
73833, Дом, Строение, 2407рп, 6/21/2002, 8003211, 10/23/2002, 21123654
73850, Дом, Строение, 262рп, 2/22/2002, 8003236, 11/4/2002, 21119272
73857, Дом, Строение, 2404рп, 6/21/2002, 8003274, 11/14/2002, 21115832
73860, Дом, Строение, , , 0, , 21233063
73864, Дом, Строение, 2400рп, 6/21/2002, 8003281, 11/21/2002, 21119281
73868, Дом, Строение, 1455рп, 4/25/2003, 8004555, 4/25/2003, 21139116
73879, Дом, Строение, 2369рп, 6/21/2002, 8003298, 11/27/2002, 21115845
73905, Дом, Строение, , , 0, , 21139122
73907, Дом, Строение, 5586рп, 12/26/2002, 8003956, 2/4/2003, 21115848
73911, Дом, Строение, 5465рп, 12/29/2006, 8008940, 6/5/2007, 21115853
73914, Дом, Строение, 104рп, 1/22/2003, 8004480, 3/19/2003, 21123674
73924, Дом, Строение, 515рп, 2/21/2003, 8004496, 3/22/2003, 21115860
73932, Дом, Строение, 4073рп, 10/23/2002, 8005757, 1/8/2004, 21115869
73938, Дом, Строение, 90рп, 1/22/2003, 8004540, 4/15/2003, 21115873
73939, Дом, Строение, 112рп, 1/22/2003, 8004541, 4/15/2003, 21119306
73950, Дом, Строение, 1308рп, 4/18/2003, 8004581, 5/5/2003, 21123682
73956, Дом, Строение, 1302рп, 4/18/2003, 8004587, 5/5/2003, 21119314
73959, Дом, Строение, 1299рп, 4/18/2003, 8004590, 5/5/2003, 21119317
74003, Дом, Строение, 101, 1/17/2006, 9013118, 1/26/2006, 21221573
74005, Дом, Строение, 101, 1/17/2006, 9013116, 1/26/2006, 21116402
74009, Дом, Строение, 29-607, 11/26/1986, 9001042, 6/26/2001, 21119337
74012, Дом, Строение, 8934, 11/15/2004, 9008644, 11/22/2004, 21119341
74018, Дом, Строение, 458, 2/7/2005, 9009268, 2/14/2005, 21221576
74019, Дом, Строение, 6332, 8/22/2005, 9011901, 8/30/2005, 21116406
74033, Дом, Строение, 101, 1/17/2006, 9013104, 1/26/2006, 21119349
74035, Дом, Строение, 29-607, 11/26/1986, 9001557, 9/4/2001, 21119353
74039, Дом, Строение, 3867-p, 8/22/2006, 1018602, 9/12/2006, 21181558
74042, Дом, Строение, 3836, 5/31/2002, 9002059, 6/4/2002, 21123694
74043, Дом, Строение, , , 0, , 21221579
74046, Дом, Строение, 3222-р, 8/1/2005, 1012687, 8/11/2005, 21123699
74049, Дом, Строение, 4413-p, 6/30/2004, 1006537, 7/22/2004, 21119357
74050, Дом, Строение, 5456, 6/29/1998, 9000116, 2/14/2000, 21123703
74053, Дом, Строение, , , 0, , 21119362
74070, Дом, Строение, 4811, 6/18/2000, 9000046, 8/23/2000, 21119365
74071, Дом, Строение, 4356, 8/13/2001, 9001659, 11/13/2001, 21123712
74089, Дом, Строение, 703, 3/6/2000, 9000032, 3/13/2000, 21123722
74096, Дом, Строение, 9068, 12/29/1999, 9000054, 2/7/2000, 21175711
74097, Дом, Строение, 4819, 6/18/2000, 9000202, 8/23/2000, 21221583
74098, Дом, Строение, 125-ПП, 2/21/2006, 9013428, 3/13/2006, 21119369
74102, Дом, Строение, 125-ПП, 2/21/2006, 9013427, 3/13/2006, 21119374
74116, Дом, Строение, 702, 3/6/2000, 9000041, 3/10/2000, 21175397
74132, Дом, Строение, 4522, 8/27/2001, 9001483, 8/30/2001, 21233210
74143, Дом, Строение, 125-ПП, 2/21/2006, 9013420, 3/13/2006, 21119400
74154, Дом, Строение, 3824, 5/31/2002, 9002037, 6/5/2002, 21116414
74156, Дом, Строение, 4254, 6/19/2002, 9002062, 6/20/2002, 21221586
74159, Дом, Строение, 4554, 7/1/2002, 9002149, 7/3/2002, 21116419
74162, Дом, Строение, 6614, 9/24/2002, 9002253, 9/26/2002, 21116422
74177, Дом, Строение, 6333, 8/22/2005, 9011843, 8/30/2005, 21139163
74182, Дом, Строение, 521, 2/6/2003, 9002779, 2/11/2003, 21116430
74187, Дом, Строение, 1695, 4/3/2003, 9002930, 4/7/2003, 21119411
74192, Дом, Строение, 4253, 6/19/2002, 9002064, 6/20/2002, 21123732
74197, Дом, Строение, 5879, 8/25/2003, 9003374, 8/26/2003, 21123736
75010, Дом, Строение, 6983, 9/19/2003, 9004504, 10/6/2003, 21175409
75012, Дом, Строение, 3627, 5/12/2004, 9006649, 5/31/2004, 21221593
75049, Дом, Строение, 8884, 9/30/1998, 9100125, 3/22/2000, 21123749
75058, Дом, Строение, 460, 2/7/2005, 9009668, 2/17/2005, 21233069
75066, Дом, Строение, 9026, 12/29/1999, 9100062, 2/7/2000, 21123753
75095, Дом, Строение, 7870, 11/1/2005, 9012419, 11/9/2005, 21116435
75106, Дом, Строение, 5407, 9/21/2000, 9100289, 9/25/2000, 21123762
75151, Дом, Строение, 6667, 9/25/2002, 9102437, 9/27/2002, 21123770
75155, Дом, Строение, 6659, 9/25/2002, 9002441, 9/27/2002, 21139177
75160, Дом, Строение, 8736, 12/4/2002, 9102683, 12/11/2002, 21139184
77009, Дом, Строение, 588, 10/2/1965, 9301017, 3/2/2001, 21139189
77010, Дом, Строение, 588, 10/2/1965, 9301018, 3/2/2001, 21139197
77014, Дом, Строение, , , 0, , 21139204
77018, Дом, Строение, 368-рп, 3/20/1995, 9300525, 1/11/2001, 21116438
77025, Дом, Строение, 1600-рп, 12/5/1995, 9301476, 10/15/2003, 21140185
77046, Дом, Строение, 25-рп, 1/13/2006, 9303110, 5/23/2006, 21140192
77051, Дом, Строение, 25-рп, 1/13/2006, 9303102, 5/23/2006, 21221618
77058, Дом, Строение, 25-рп, 1/13/2006, 9303039, 4/6/2006, 21123791
77064, Дом, Строение, 25-рп, 1/13/2006, 9303004, 4/6/2006, 21123796
77075, Дом, Строение, 25-рп, 1/13/2006, 9303024, 4/6/2006, 21124326
77084, Дом, Строение, , , 0, , 21236502
77090, Дом, Строение, 25-рп, 1/13/2006, 9302967, 3/30/2006, 21124329
77095, Дом, Строение, 25-рп, 1/13/2006, 9302939, 3/30/2006, 21124334
77110, Дом, Строение, 25-рп, 1/13/2006, 9302963, 3/30/2006, 21124338
77129, Дом, Строение, 25-рп, 1/13/2006, 9302861, 3/7/2006, 21116457
77137, Дом, Строение, 25-рп, 1/13/2006, 9302875, 3/7/2006, 21116463
77149, Дом, Строение, 25-рп, 1/13/2006, 9302907, 3/20/2006, 21116467
77154, Дом, Строение, 1517-рп, 12/14/1996, 9302059, 1/30/2004, 21236506
77156, Дом, Строение, 1517-рп, 12/14/1996, 9302060, 1/30/2004, 21140207
77170, Дом, Строение, 25-рп, 1/13/2006, 9303042, 4/11/2006, 21116478
77174, Дом, Строение, 964-рп, 9/1/2006, 9303387, 11/7/2006, 21221625
77179, Дом, Строение, 964-рп, 9/1/2006, 9303394, 11/8/2006, 21140219
77186, Дом, Строение, 964-рп, 9/1/2006, 9303402, 11/8/2006, 21116491
77195, Дом, Строение, 25-рп, 1/13/2006, 9303089, 5/10/2006, 21221633
77197, Дом, Строение, 25-рп, 1/13/2006, 9303083, 5/10/2006, 21233073
77204, Дом, Строение, 25-рп, 1/13/2006, 9303086, 5/10/2006, 21221635
